family,N,rep,block_size,n_layers,n_blocks,global_bd_ratio,weighted_mean_bd,unweighted_mean_bd,additivity_ratio,coverage,patch_std,patch_cv,min_patch_nodes,max_patch_nodes
Lor3D,20,0,4,4,1,0.4838820301783265,0.48388203017832654,0.4838820301783265,1.0000000000000002,1.0,0.0,0.0,20,20
Lor3D,20,1,4,4,1,0.6485307621671258,0.6485307621671258,0.6485307621671258,1.0,1.0,0.0,0.0,20,20
Lor3D,20,2,4,3,1,0.23852040816326525,0.23852040816326525,0.23852040816326525,1.0,1.0,0.0,0.0,20,20
Lor3D,20,3,4,5,2,0.727788279773157,0.41818181818181827,0.46464646464646475,0.5745926800472255,1.0,0.0,0.0,2,18
Lor3D,20,4,4,4,1,0.3168,0.3168,0.3168,1.0,1.0,0.0,0.0,20,20
Lor3D,20,5,4,4,1,0.41162570888468814,0.4116257088846881,0.41162570888468814,0.9999999999999999,1.0,0.0,0.0,20,20
Lor3D,20,6,4,4,1,0.7392,0.7392,0.7392,1.0,1.0,0.0,0.0,20,20
Lor3D,20,7,4,4,1,0.4296875,0.4296875,0.4296875,1.0,1.0,0.0,0.0,20,20
Lor4D,20,0,4,3,1,0.20081632653061218,0.20081632653061215,0.20081632653061218,0.9999999999999999,1.0,0.0,0.0,20,20
Lor4D,20,1,4,3,1,0.12051039697542537,0.12051039697542536,0.12051039697542537,0.9999999999999999,1.0,0.0,0.0,20,20
Lor4D,20,2,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,20,20
Lor4D,20,3,4,3,1,0.07956104252400548,0.07956104252400548,0.07956104252400548,1.0,1.0,0.0,0.0,20,20
Lor4D,20,4,4,3,1,0.19444444444444442,0.19444444444444442,0.19444444444444442,1.0,1.0,0.0,0.0,20,20
Lor4D,20,5,4,3,1,0.2001953125,0.2001953125,0.2001953125,1.0,1.0,0.0,0.0,20,20
Lor4D,20,6,4,3,1,0.1025390625,0.1025390625,0.1025390625,1.0,1.0,0.0,0.0,20,20
Lor4D,20,7,4,3,1,0.15111111111111108,0.15111111111111108,0.15111111111111108,1.0,1.0,0.0,0.0,20,20
Lor5D,20,0,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,20,20
Lor5D,20,1,4,3,1,0.06867845993756509,0.06867845993756509,0.06867845993756509,1.0,1.0,0.0,0.0,20,20
Lor5D,20,2,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,20,20
Lor5D,20,3,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,20,20
Lor5D,20,4,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,20,20
Lor5D,20,5,4,3,1,0.07653061224489792,0.07653061224489792,0.07653061224489792,1.0,1.0,0.0,0.0,20,20
Lor5D,20,6,4,3,1,0.0498866213151928,0.0498866213151928,0.0498866213151928,1.0,1.0,0.0,0.0,20,20
Lor5D,20,7,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,20,20
KR_like,20,0,4,3,1,0.5990338164251209,0.5990338164251209,0.5990338164251209,1.0,1.0,0.0,0.0,20,20
KR_like,20,1,4,3,1,0.6228373702422144,0.6228373702422144,0.6228373702422144,1.0,1.0,0.0,0.0,20,20
KR_like,20,2,4,3,1,0.6067816775728734,0.6067816775728734,0.6067816775728734,1.0,1.0,0.0,0.0,20,20
KR_like,20,3,4,3,1,0.5150884495317378,0.5150884495317378,0.5150884495317378,1.0,1.0,0.0,0.0,20,20
KR_like,20,4,4,3,1,0.6487889273356402,0.6487889273356402,0.6487889273356402,1.0,1.0,0.0,0.0,20,20
KR_like,20,5,4,3,1,0.5972991689750693,0.5972991689750693,0.5972991689750693,1.0,1.0,0.0,0.0,20,20
KR_like,20,6,4,3,1,0.588235294117647,0.588235294117647,0.588235294117647,1.0,1.0,0.0,0.0,20,20
KR_like,20,7,4,3,1,0.6099558916194077,0.6099558916194077,0.6099558916194077,1.0,1.0,0.0,0.0,20,20
Lor2D,28,0,4,7,2,2.4225057670126873,0.4297191346776806,0.37870252267573695,0.17738621741552701,1.0,0.23807752267573695,0.6286663236188427,11,17
Lor2D,28,1,4,8,2,2.565838614757809,0.7776810447170559,0.7739612188365652,0.3030903971294631,1.0,0.026038781163434888,0.033643521832498184,12,16
Lor2D,28,2,4,8,2,2.7161053721900283,0.781273148148148,0.7741203703703703,0.28764463858712447,1.0,0.033379629629629703,0.04311943065606134,11,17
Lor2D,28,3,4,7,2,1.88713891711424,0.4272315857873156,0.3577667753491929,0.2263911691464803,1.0,0.19450146922674386,0.5436543654365434,9,19
Lor2D,28,4,4,7,2,2.210059171597633,0.5238098832094124,0.44368886607897606,0.23701170083638737,1.0,0.280423559956527,0.6320274890707128,10,18
Lor2D,28,5,4,6,2,2.329122995610499,0.8909255968477169,0.6236479177934018,0.3825154783696563,1.0,0.6236479177934018,1.0,8,20
Lor2D,28,6,4,8,2,2.3924168349452652,0.7766604409620992,0.7278380102040816,0.3246342483540783,1.0,0.22783801020408162,0.3130339539978094,11,17
Lor2D,28,7,4,7,2,2.5055427893235023,0.6993822960256526,0.6149699251797154,0.27913404592642627,1.0,0.2954432979607805,0.4804190999656476,10,18
Lor3D,28,0,4,5,2,1.0951999999999997,1.024793388429752,1.024793388429752,0.9357134664259973,0.9642857142857143,0.0,0.0,1,27
Lor3D,28,1,4,4,1,0.7034857401539157,0.7034857401539157,0.7034857401539157,1.0,1.0,0.0,0.0,28,28
Lor3D,28,2,4,3,1,0.3395061728395062,0.3395061728395062,0.3395061728395062,1.0,1.0,0.0,0.0,28,28
Lor3D,28,3,4,3,1,0.23011176857330706,0.23011176857330704,0.23011176857330706,0.9999999999999999,1.0,0.0,0.0,28,28
Lor3D,28,4,4,4,1,0.700952380952381,0.700952380952381,0.700952380952381,1.0,1.0,0.0,0.0,28,28
Lor3D,28,5,4,3,1,0.6412447950909489,0.6412447950909489,0.6412447950909489,1.0,1.0,0.0,0.0,28,28
Lor3D,28,6,4,4,1,0.6018518518518519,0.6018518518518519,0.6018518518518519,1.0,1.0,0.0,0.0,28,28
Lor3D,28,7,4,6,2,0.85235595703125,0.35416666666666663,0.2065972222222222,0.4155149779209929,1.0,0.2065972222222222,1.0,4,24
Lor4D,28,0,4,3,1,0.2742055478796897,0.2742055478796897,0.2742055478796897,1.0,1.0,0.0,0.0,28,28
Lor4D,28,1,4,3,1,0.23223177908555917,0.23223177908555917,0.23223177908555917,1.0,1.0,0.0,0.0,28,28
Lor4D,28,2,4,3,1,0.1838134430727023,0.1838134430727023,0.1838134430727023,1.0,1.0,0.0,0.0,28,28
Lor4D,28,3,4,3,1,0.09679012345679014,0.09679012345679014,0.09679012345679014,1.0,1.0,0.0,0.0,28,28
Lor4D,28,4,4,3,1,0.2698600101197503,0.2698600101197503,0.2698600101197503,1.0,1.0,0.0,0.0,28,28
Lor4D,28,5,4,3,1,0.263544536271809,0.263544536271809,0.263544536271809,1.0,1.0,0.0,0.0,28,28
Lor4D,28,6,4,3,1,0.09541397353031708,0.09541397353031708,0.09541397353031708,1.0,1.0,0.0,0.0,28,28
Lor4D,28,7,4,3,1,0.18681956742633177,0.18681956742633177,0.18681956742633177,1.0,1.0,0.0,0.0,28,28
Lor5D,28,0,4,3,1,0.05644132653061228,0.05644132653061228,0.05644132653061228,1.0,1.0,0.0,0.0,28,28
Lor5D,28,1,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,28,28
Lor5D,28,2,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,28,28
Lor5D,28,3,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,28,28
Lor5D,28,4,4,3,1,0.11661807580174927,0.11661807580174928,0.11661807580174927,1.0000000000000002,1.0,0.0,0.0,28,28
Lor5D,28,5,4,3,1,0.19988102320047593,0.19988102320047593,0.19988102320047593,1.0,1.0,0.0,0.0,28,28
Lor5D,28,6,4,3,1,0.1061394380853278,0.1061394380853278,0.1061394380853278,1.0,1.0,0.0,0.0,28,28
Lor5D,28,7,4,3,1,0.17190082644628105,0.17190082644628105,0.17190082644628105,1.0,1.0,0.0,0.0,28,28
KR_like,28,0,4,3,1,0.6983858749490124,0.6983858749490123,0.6983858749490124,0.9999999999999999,1.0,0.0,0.0,28,28
KR_like,28,1,4,3,1,0.7158509861212563,0.7158509861212563,0.7158509861212563,1.0,1.0,0.0,0.0,28,28
KR_like,28,2,4,3,1,0.7030174421613788,0.7030174421613788,0.7030174421613788,1.0,1.0,0.0,0.0,28,28
KR_like,28,3,4,3,1,0.7179188345473466,0.7179188345473466,0.7179188345473466,1.0,1.0,0.0,0.0,28,28
KR_like,28,4,4,3,1,0.6941015089163239,0.6941015089163239,0.6941015089163239,1.0,1.0,0.0,0.0,28,28
KR_like,28,5,4,3,1,0.7151020408163264,0.7151020408163264,0.7151020408163264,1.0,1.0,0.0,0.0,28,28
KR_like,28,6,4,3,1,0.7219979188345476,0.7219979188345474,0.7219979188345476,0.9999999999999999,1.0,0.0,0.0,28,28
KR_like,28,7,4,3,1,0.7284463787960292,0.7284463787960292,0.7284463787960292,1.0,1.0,0.0,0.0,28,28
Lor2D,36,0,4,8,2,2.7417687074829935,0.6539026850412106,0.6392001280526846,0.23849666212052886,1.0,0.2646460257934693,0.4140268660453968,17,19
Lor2D,36,1,4,8,2,2.829307056579784,0.9129557291666666,0.844921875,0.32267820738774666,1.0,0.24492187499999996,0.28987517337031893,13,23
Lor2D,36,2,4,10,3,3.2211599984944854,0.9166990840079943,0.626939333759435,0.2845866347640116,1.0,0.49040375822505955,0.7822188397150944,2,19
Lor2D,36,3,4,9,3,3.227310752528257,0.5822611097992915,0.5854570247933883,0.1804168096744794,0.9722222222222222,0.11185702479338844,0.19105932640036818,1,18
Lor2D,36,4,4,10,3,3.7534506927185007,0.5132539682539683,0.4099319727891157,0.13674189706278927,1.0,0.330674443352817,0.806656873097645,5,17
Lor2D,36,5,4,8,2,3.13074326026707,0.7129180777829427,0.6736835115213494,0.22771527989239423,1.0,0.23540739756955978,0.3494332183341548,15,21
Lor2D,36,6,4,9,3,3.231753846153846,0.6746675172447303,0.6836792538447307,0.20876203738340443,0.9722222222222222,0.1051369270000046,0.1537810697176458,1,19
Lor2D,36,7,4,9,3,2.9984756238393953,0.8397146464342828,0.7865911960272705,0.2800471812270633,0.9722222222222222,0.20659119602727044,0.2626411242214159,1,22
Lor3D,36,0,4,5,2,0.6661495844875346,0.5730565599173553,0.5730565599173553,0.8602520713995562,0.9722222222222222,0.0,0.0,1,35
Lor3D,36,1,4,4,1,0.5998961218836565,0.5998961218836565,0.5998961218836565,1.0,1.0,0.0,0.0,36,36
Lor3D,36,2,4,5,2,1.160261748958953,0.6541465533199483,0.7136144218035799,0.5637922252516576,1.0,0.0,0.0,3,33
Lor3D,36,3,4,5,2,0.9952965561224492,0.825984615011284,0.825984615011284,0.8298879463917936,0.9722222222222222,0.0,0.0,1,35
Lor3D,36,4,4,4,1,0.6661051658079008,0.6661051658079008,0.6661051658079008,1.0,1.0,0.0,0.0,36,36
Lor3D,36,5,4,4,1,0.6978200692041523,0.6978200692041523,0.6978200692041523,1.0,1.0,0.0,0.0,36,36
Lor3D,36,6,4,6,2,1.235390796201607,0.6275606169419651,0.40343182517697757,0.5079855045638139,1.0,0.40343182517697757,1.0,8,28
Lor3D,36,7,4,4,1,0.6410545154738684,0.6410545154738684,0.6410545154738684,1.0,1.0,0.0,0.0,36,36
Lor4D,36,0,4,3,1,0.17742919921875,0.17742919921875,0.17742919921875,1.0,1.0,0.0,0.0,36,36
Lor4D,36,1,4,3,1,0.06980609418282545,0.06980609418282545,0.06980609418282545,1.0,1.0,0.0,0.0,36,36
Lor4D,36,2,4,4,1,0.3949724517906336,0.3949724517906336,0.3949724517906336,1.0,1.0,0.0,0.0,36,36
Lor4D,36,3,4,4,1,0.16104400944051095,0.16104400944051095,0.16104400944051095,1.0,1.0,0.0,0.0,36,36
Lor4D,36,4,4,3,1,0.03804393569564852,0.03804393569564852,0.03804393569564852,1.0,1.0,0.0,0.0,36,36
Lor4D,36,5,4,3,1,0.17055393586005835,0.17055393586005835,0.17055393586005835,1.0,1.0,0.0,0.0,36,36
Lor4D,36,6,4,4,1,0.18857142857142856,0.18857142857142856,0.18857142857142856,1.0,1.0,0.0,0.0,36,36
Lor4D,36,7,4,3,1,0.21683259506162014,0.21683259506162014,0.21683259506162014,1.0,1.0,0.0,0.0,36,36
Lor5D,36,0,4,3,1,0.03698979591836733,0.03698979591836733,0.03698979591836733,1.0,1.0,0.0,0.0,36,36
Lor5D,36,1,4,3,1,0.03631886734379809,0.03631886734379809,0.03631886734379809,1.0,1.0,0.0,0.0,36,36
Lor5D,36,2,4,4,1,0.19562854727689888,0.19562854727689888,0.19562854727689888,1.0,1.0,0.0,0.0,36,36
Lor5D,36,3,4,3,1,0.07226771092915626,0.07226771092915626,0.07226771092915626,1.0,1.0,0.0,0.0,36,36
Lor5D,36,4,4,2,1,0.0,nan,0.0,nan,1.0,0.0,nan,36,36
Lor5D,36,5,4,3,1,0.040753556324490556,0.040753556324490556,0.040753556324490556,1.0,1.0,0.0,0.0,36,36
Lor5D,36,6,4,3,1,0.05182136869379667,0.05182136869379667,0.05182136869379667,1.0,1.0,0.0,0.0,36,36
Lor5D,36,7,4,3,1,0.06151974040021633,0.06151974040021632,0.06151974040021633,0.9999999999999999,1.0,0.0,0.0,36,36
KR_like,36,0,4,3,1,0.8152531229454306,0.8152531229454306,0.8152531229454306,1.0,1.0,0.0,0.0,36,36
KR_like,36,1,4,3,1,0.8541767563936323,0.8541767563936323,0.8541767563936323,1.0,1.0,0.0,0.0,36,36
KR_like,36,2,4,3,1,0.8270681581685745,0.8270681581685745,0.8270681581685745,1.0,1.0,0.0,0.0,36,36
KR_like,36,3,4,3,1,0.831184036087533,0.831184036087533,0.831184036087533,1.0,1.0,0.0,0.0,36,36
KR_like,36,4,4,3,1,0.8441149437716264,0.8441149437716264,0.8441149437716264,1.0,1.0,0.0,0.0,36,36
KR_like,36,5,4,3,1,0.8351526896697905,0.8351526896697905,0.8351526896697905,1.0,1.0,0.0,0.0,36,36
KR_like,36,6,4,3,1,0.8111437277051129,0.8111437277051129,0.8111437277051129,1.0,1.0,0.0,0.0,36,36
KR_like,36,7,4,3,1,0.8030801071341613,0.8030801071341613,0.8030801071341613,1.0,1.0,0.0,0.0,36,36
