family,N,rep,block_size,block_id,layers_start,layers_end,n_nodes,n_relations,bd_ratio_local,bdg_d2c_local,C0,C1
Lor2D,16,0,2,0,0,1,6,3,0.0,0.0,3,0
Lor2D,16,0,2,1,2,3,8,7,0.0,-0.75,7,0
Lor2D,16,0,2,2,4,4,2,0,0.0,1.0,0,0
Lor2D,16,1,2,0,0,1,10,5,0.0,0.0,5,0
Lor2D,16,1,2,1,2,3,4,2,0.0,0.0,2,0
Lor2D,16,1,2,2,4,4,2,0,0.0,1.0,0,0
Lor2D,16,2,2,0,0,1,9,8,0.0,-0.7777777777777778,8,0
Lor2D,16,2,2,1,2,3,6,3,0.0,0.0,3,0
Lor2D,16,2,2,2,4,4,1,0,0.0,0.0,0,0
Lor2D,16,3,2,0,0,1,7,6,0.0,-0.7142857142857143,6,0
Lor2D,16,3,2,1,2,3,9,11,0.0,-1.4444444444444444,11,0
Lor2D,16,4,2,0,0,1,7,6,0.0,-0.7142857142857143,6,0
Lor2D,16,4,2,1,2,3,6,4,0.0,-0.3333333333333333,4,0
Lor2D,16,4,2,2,4,5,3,1,0.0,0.3333333333333333,1,0
Lor2D,16,5,2,0,0,1,7,4,0.0,-0.14285714285714285,4,0
Lor2D,16,5,2,1,2,3,4,2,0.0,0.0,2,0
Lor2D,16,5,2,2,4,5,4,1,0.0,0.5,1,0
Lor2D,16,5,2,3,6,6,1,0,0.0,0.0,0,0
Lor2D,16,6,2,0,0,1,10,8,0.0,-0.6,8,0
Lor2D,16,6,2,1,2,3,3,1,0.0,0.3333333333333333,1,0
Lor2D,16,6,2,2,4,5,3,1,0.0,0.3333333333333333,1,0
Lor2D,16,7,2,0,0,1,7,5,0.0,-0.42857142857142855,5,0
Lor2D,16,7,2,1,2,3,6,3,0.0,0.0,3,0
Lor2D,16,7,2,2,4,4,3,0,0.0,1.0,0,0
Lor3D,16,0,2,0,0,1,12,5,0.0,0.16666666666666666,5,0
Lor3D,16,0,2,1,2,3,4,1,0.0,0.5,1,0
Lor3D,16,1,2,0,0,1,12,9,0.0,-0.5,9,0
Lor3D,16,1,2,1,2,3,4,2,0.0,0.0,2,0
Lor3D,16,2,2,0,0,1,11,9,0.0,-0.6363636363636364,9,0
Lor3D,16,2,2,1,2,2,5,0,0.0,1.0,0,0
Lor3D,16,3,2,0,0,1,13,18,0.0,-1.7692307692307692,18,0
Lor3D,16,3,2,1,2,2,3,0,0.0,1.0,0,0
Lor3D,16,4,2,0,0,1,11,11,0.0,-1.0,11,0
Lor3D,16,4,2,1,2,3,5,2,0.0,0.2,2,0
Lor3D,16,5,2,0,0,1,11,6,0.0,-0.09090909090909091,6,0
Lor3D,16,5,2,1,2,2,5,0,0.0,1.0,0,0
Lor3D,16,6,2,0,0,1,13,16,0.0,-1.4615384615384615,16,0
Lor3D,16,6,2,1,2,2,3,0,0.0,1.0,0,0
Lor3D,16,7,2,0,0,1,16,27,0.0,-2.375,27,0
Lor4D,16,0,2,0,0,1,16,11,0.0,-0.375,11,0
Lor4D,16,1,2,0,0,1,14,8,0.0,-0.14285714285714285,8,0
Lor4D,16,1,2,1,2,2,2,0,0.0,1.0,0,0
Lor4D,16,2,2,0,0,1,16,18,0.0,-1.25,18,0
Lor4D,16,3,2,0,0,1,16,22,0.0,-1.75,22,0
Lor4D,16,4,2,0,0,1,15,14,0.0,-0.8666666666666667,14,0
Lor4D,16,4,2,1,2,2,1,0,0.0,0.0,0,0
Lor4D,16,5,2,0,0,1,14,11,0.0,-0.5714285714285714,11,0
Lor4D,16,5,2,1,2,2,2,0,0.0,1.0,0,0
Lor4D,16,6,2,0,0,1,14,11,0.0,-0.5714285714285714,11,0
Lor4D,16,6,2,1,2,2,2,0,0.0,1.0,0,0
Lor4D,16,7,2,0,0,1,16,13,0.0,-0.625,13,0
Lor5D,16,0,2,0,0,1,16,5,0.0,0.375,5,0
Lor5D,16,1,2,0,0,1,15,4,0.0,0.4666666666666667,4,0
Lor5D,16,1,2,1,2,2,1,0,0.0,0.0,0,0
Lor5D,16,2,2,0,0,1,16,16,0.0,-1.0,16,0
Lor5D,16,3,2,0,0,1,16,13,0.0,-0.625,13,0
Lor5D,16,4,2,0,0,1,16,13,0.0,-0.625,13,0
Lor5D,16,5,2,0,0,1,16,11,0.0,-0.375,11,0
Lor5D,16,6,2,0,0,1,14,3,0.0,0.5714285714285714,3,0
Lor5D,16,6,2,1,2,2,2,0,0.0,1.0,0,0
Lor5D,16,7,2,0,0,1,16,7,0.0,0.125,7,0
KR_like,16,0,2,0,0,1,12,11,0.0,-0.8333333333333334,11,0
KR_like,16,0,2,1,2,2,4,0,0.0,1.0,0,0
KR_like,16,1,2,0,0,1,12,23,0.0,-2.8333333333333335,23,0
KR_like,16,1,2,1,2,2,4,0,0.0,1.0,0,0
KR_like,16,2,2,0,0,1,12,16,0.0,-1.6666666666666667,16,0
KR_like,16,2,2,1,2,2,4,0,0.0,1.0,0,0
KR_like,16,3,2,0,0,1,12,13,0.0,-1.1666666666666667,13,0
KR_like,16,3,2,1,2,2,4,0,0.0,1.0,0,0
KR_like,16,4,2,0,0,1,12,16,0.0,-1.6666666666666667,16,0
KR_like,16,4,2,1,2,2,4,0,0.0,1.0,0,0
KR_like,16,5,2,0,0,1,12,16,0.0,-1.6666666666666667,16,0
KR_like,16,5,2,1,2,2,4,0,0.0,1.0,0,0
KR_like,16,6,2,0,0,1,12,21,0.0,-2.5,21,0
KR_like,16,6,2,1,2,2,4,0,0.0,1.0,0,0
KR_like,16,7,2,0,0,1,12,16,0.0,-1.6666666666666667,16,0
KR_like,16,7,2,1,2,2,4,0,0.0,1.0,0,0
Lor2D,20,0,2,0,0,1,8,6,0.0,-0.5,6,0
Lor2D,20,0,2,1,2,3,7,6,0.0,-0.7142857142857143,6,0
Lor2D,20,0,2,2,4,5,5,5,0.0,-1.0,5,0
Lor2D,20,1,2,0,0,1,8,7,0.0,-0.75,7,0
Lor2D,20,1,2,1,2,3,8,4,0.0,0.0,4,0
Lor2D,20,1,2,2,4,4,4,0,0.0,1.0,0,0
Lor2D,20,2,2,0,0,1,9,7,0.0,-0.5555555555555556,7,0
Lor2D,20,2,2,1,2,3,8,5,0.0,-0.25,5,0
Lor2D,20,2,2,2,4,5,3,2,0.0,-0.3333333333333333,2,0
Lor2D,20,3,2,0,0,1,6,4,0.0,-0.3333333333333333,4,0
Lor2D,20,3,2,1,2,3,6,6,0.0,-1.0,6,0
Lor2D,20,3,2,2,4,5,7,5,0.0,-0.42857142857142855,5,0
Lor2D,20,3,2,3,6,6,1,0,0.0,0.0,0,0
Lor2D,20,4,2,0,0,1,7,5,0.0,-0.42857142857142855,5,0
Lor2D,20,4,2,1,2,3,11,15,0.0,-1.7272727272727273,15,0
Lor2D,20,4,2,2,4,4,2,0,0.0,1.0,0,0
Lor2D,20,5,2,0,0,1,8,5,0.0,-0.25,5,0
Lor2D,20,5,2,1,2,3,6,5,0.0,-0.6666666666666666,5,0
Lor2D,20,5,2,2,4,5,6,3,0.0,0.0,3,0
Lor2D,20,6,2,0,0,1,9,4,0.0,0.1111111111111111,4,0
Lor2D,20,6,2,1,2,3,5,1,0.0,0.6,1,0
Lor2D,20,6,2,2,4,5,6,5,0.0,-0.6666666666666666,5,0
Lor2D,20,7,2,0,0,1,8,9,0.0,-1.25,9,0
Lor2D,20,7,2,1,2,3,9,9,0.0,-1.0,9,0
Lor2D,20,7,2,2,4,5,3,1,0.0,0.3333333333333333,1,0
Lor3D,20,0,2,0,0,1,13,8,0.0,-0.23076923076923078,8,0
Lor3D,20,0,2,1,2,3,7,3,0.0,0.14285714285714285,3,0
Lor3D,20,1,2,0,0,1,14,17,0.0,-1.4285714285714286,17,0
Lor3D,20,1,2,1,2,3,6,2,0.0,0.3333333333333333,2,0
Lor3D,20,2,2,0,0,1,14,11,0.0,-0.5714285714285714,11,0
Lor3D,20,2,2,1,2,2,6,0,0.0,1.0,0,0
Lor3D,20,3,2,0,0,1,12,8,0.0,-0.3333333333333333,8,0
Lor3D,20,3,2,1,2,3,6,2,0.0,0.3333333333333333,2,0
Lor3D,20,3,2,2,4,4,2,0,0.0,1.0,0,0
Lor3D,20,4,2,0,0,1,15,19,0.0,-1.5333333333333334,19,0
Lor3D,20,4,2,1,2,3,5,1,0.0,0.6,1,0
Lor3D,20,5,2,0,0,1,14,13,0.0,-0.8571428571428571,13,0
Lor3D,20,5,2,1,2,3,6,5,0.0,-0.6666666666666666,5,0
Lor3D,20,6,2,0,0,1,14,6,0.0,0.14285714285714285,6,0
Lor3D,20,6,2,1,2,3,6,2,0.0,0.3333333333333333,2,0
Lor3D,20,7,2,0,0,1,13,9,0.0,-0.38461538461538464,9,0
Lor3D,20,7,2,1,2,3,7,1,0.0,0.7142857142857143,1,0
Lor4D,20,0,2,0,0,1,17,14,0.0,-0.6470588235294118,14,0
Lor4D,20,0,2,1,2,2,3,0,0.0,1.0,0,0
Lor4D,20,1,2,0,0,1,16,18,0.0,-1.25,18,0
Lor4D,20,1,2,1,2,2,4,0,0.0,1.0,0,0
Lor4D,20,2,2,0,0,1,20,26,0.0,-1.6,26,0
Lor4D,20,3,2,0,0,1,18,16,0.0,-0.7777777777777778,16,0
Lor4D,20,3,2,1,2,2,2,0,0.0,1.0,0,0
Lor4D,20,4,2,0,0,1,18,16,0.0,-0.7777777777777778,16,0
Lor4D,20,4,2,1,2,2,2,0,0.0,1.0,0,0
Lor4D,20,5,2,0,0,1,17,15,0.0,-0.7647058823529411,15,0
Lor4D,20,5,2,1,2,2,3,0,0.0,1.0,0,0
Lor4D,20,6,2,0,0,1,18,16,0.0,-0.7777777777777778,16,0
Lor4D,20,6,2,1,2,2,2,0,0.0,1.0,0,0
Lor4D,20,7,2,0,0,1,16,15,0.0,-0.875,15,0
Lor4D,20,7,2,1,2,2,4,0,0.0,1.0,0,0
Lor5D,20,0,2,0,0,1,20,22,0.0,-1.2,22,0
Lor5D,20,1,2,0,0,1,18,18,0.0,-1.0,18,0
Lor5D,20,1,2,1,2,2,2,0,0.0,1.0,0,0
Lor5D,20,2,2,0,0,1,20,22,0.0,-1.2,22,0
Lor5D,20,3,2,0,0,1,20,15,0.0,-0.5,15,0
Lor5D,20,4,2,0,0,1,20,12,0.0,-0.2,12,0
Lor5D,20,5,2,0,0,1,19,10,0.0,-0.05263157894736842,10,0
Lor5D,20,5,2,1,2,2,1,0,0.0,0.0,0,0
Lor5D,20,6,2,0,0,1,19,13,0.0,-0.3684210526315789,13,0
Lor5D,20,6,2,1,2,2,1,0,0.0,0.0,0,0
Lor5D,20,7,2,0,0,1,20,21,0.0,-1.1,21,0
KR_like,20,0,2,0,0,1,15,24,0.0,-2.2,24,0
KR_like,20,0,2,1,2,2,5,0,0.0,1.0,0,0
KR_like,20,1,2,0,0,1,15,24,0.0,-2.2,24,0
KR_like,20,1,2,1,2,2,5,0,0.0,1.0,0,0
KR_like,20,2,2,0,0,1,15,28,0.0,-2.7333333333333334,28,0
KR_like,20,2,2,1,2,2,5,0,0.0,1.0,0,0
KR_like,20,3,2,0,0,1,15,20,0.0,-1.6666666666666667,20,0
KR_like,20,3,2,1,2,2,5,0,0.0,1.0,0,0
KR_like,20,4,2,0,0,1,15,19,0.0,-1.5333333333333334,19,0
KR_like,20,4,2,1,2,2,5,0,0.0,1.0,0,0
KR_like,20,5,2,0,0,1,15,25,0.0,-2.3333333333333335,25,0
KR_like,20,5,2,1,2,2,5,0,0.0,1.0,0,0
KR_like,20,6,2,0,0,1,15,32,0.0,-3.2666666666666666,32,0
KR_like,20,6,2,1,2,2,5,0,0.0,1.0,0,0
KR_like,20,7,2,0,0,1,15,21,0.0,-1.8,21,0
KR_like,20,7,2,1,2,2,5,0,0.0,1.0,0,0
Lor2D,28,0,2,0,0,1,10,5,0.0,0.0,5,0
Lor2D,28,0,2,1,2,3,7,4,0.0,-0.14285714285714285,4,0
Lor2D,28,0,2,2,4,5,10,13,0.0,-1.6,13,0
Lor2D,28,0,2,3,6,6,1,0,0.0,0.0,0,0
Lor2D,28,1,2,0,0,1,6,4,0.0,-0.3333333333333333,4,0
Lor2D,28,1,2,1,2,3,10,9,0.0,-0.8,9,0
Lor2D,28,1,2,2,4,5,8,6,0.0,-0.5,6,0
Lor2D,28,1,2,3,6,7,4,1,0.0,0.5,1,0
Lor2D,28,2,2,0,0,1,9,10,0.0,-1.2222222222222223,10,0
Lor2D,28,2,2,1,2,3,8,4,0.0,0.0,4,0
Lor2D,28,2,2,2,4,5,7,3,0.0,0.14285714285714285,3,0
Lor2D,28,2,2,3,6,7,4,2,0.0,0.0,2,0
Lor2D,28,3,2,0,0,1,12,10,0.0,-0.6666666666666666,10,0
Lor2D,28,3,2,1,2,3,7,3,0.0,0.14285714285714285,3,0
Lor2D,28,3,2,2,4,5,8,5,0.0,-0.25,5,0
Lor2D,28,3,2,3,6,6,1,0,0.0,0.0,0,0
Lor2D,28,4,2,0,0,1,11,8,0.0,-0.45454545454545453,8,0
Lor2D,28,4,2,1,2,3,7,3,0.0,0.14285714285714285,3,0
Lor2D,28,4,2,2,4,5,9,5,0.0,-0.1111111111111111,5,0
Lor2D,28,4,2,3,6,6,1,0,0.0,0.0,0,0
Lor2D,28,5,2,0,0,1,7,9,0.0,-1.5714285714285714,9,0
Lor2D,28,5,2,1,2,3,13,16,0.0,-1.4615384615384615,16,0
Lor2D,28,5,2,2,4,5,8,1,0.0,0.75,1,0
Lor2D,28,6,2,0,0,1,7,6,0.0,-0.7142857142857143,6,0
Lor2D,28,6,2,1,2,3,10,6,0.0,-0.2,6,0
Lor2D,28,6,2,2,4,5,7,6,0.0,-0.7142857142857143,6,0
Lor2D,28,6,2,3,6,7,4,1,0.0,0.5,1,0
Lor2D,28,7,2,0,0,1,10,7,0.0,-0.4,7,0
Lor2D,28,7,2,1,2,3,8,8,0.0,-1.0,8,0
Lor2D,28,7,2,2,4,5,8,5,0.0,-0.25,5,0
Lor2D,28,7,2,3,6,6,2,0,0.0,1.0,0,0
Lor3D,28,0,2,0,0,1,13,7,0.0,-0.07692307692307693,7,0
Lor3D,28,0,2,1,2,3,14,27,0.0,-2.857142857142857,27,0
Lor3D,28,0,2,2,4,4,1,0,0.0,0.0,0,0
Lor3D,28,1,2,0,0,1,19,24,0.0,-1.5263157894736843,24,0
Lor3D,28,1,2,1,2,3,9,5,0.0,-0.1111111111111111,5,0
Lor3D,28,2,2,0,0,1,20,30,0.0,-2.0,30,0
Lor3D,28,2,2,1,2,2,8,0,0.0,1.0,0,0
Lor3D,28,3,2,0,0,1,22,19,0.0,-0.7272727272727273,19,0
Lor3D,28,3,2,1,2,2,6,0,0.0,1.0,0,0
Lor3D,28,4,2,0,0,1,16,12,0.0,-0.5,12,0
Lor3D,28,4,2,1,2,3,12,10,0.0,-0.6666666666666666,10,0
Lor3D,28,5,2,0,0,1,15,29,0.0,-2.8666666666666667,29,0
Lor3D,28,5,2,1,2,2,13,0,0.0,1.0,0,0
Lor3D,28,6,2,0,0,1,14,13,0.0,-0.8571428571428571,13,0
Lor3D,28,6,2,1,2,3,14,7,0.0,0.0,7,0
Lor3D,28,7,2,0,0,1,15,9,0.0,-0.2,9,0
Lor3D,28,7,2,1,2,3,9,5,0.0,-0.1111111111111111,5,0
Lor3D,28,7,2,2,4,5,4,1,0.0,0.5,1,0
Lor4D,28,0,2,0,0,1,21,32,0.0,-2.0476190476190474,32,0
Lor4D,28,0,2,1,2,2,7,0,0.0,1.0,0,0
Lor4D,28,1,2,0,0,1,23,16,0.0,-0.391304347826087,16,0
Lor4D,28,1,2,1,2,2,5,0,0.0,1.0,0,0
Lor4D,28,2,2,0,0,1,24,25,0.0,-1.0833333333333333,25,0
Lor4D,28,2,2,1,2,2,4,0,0.0,1.0,0,0
Lor4D,28,3,2,0,0,1,24,15,0.0,-0.25,15,0
Lor4D,28,3,2,1,2,2,4,0,0.0,1.0,0,0
Lor4D,28,4,2,0,0,1,24,43,0.0,-2.5833333333333335,43,0
Lor4D,28,4,2,1,2,2,4,0,0.0,1.0,0,0
Lor4D,28,5,2,0,0,1,20,32,0.0,-2.2,32,0
Lor4D,28,5,2,1,2,2,8,0,0.0,1.0,0,0
Lor4D,28,6,2,0,0,1,25,39,0.0,-2.12,39,0
Lor4D,28,6,2,1,2,2,3,0,0.0,1.0,0,0
Lor4D,28,7,2,0,0,1,22,32,0.0,-1.9090909090909092,32,0
Lor4D,28,7,2,1,2,2,6,0,0.0,1.0,0,0
Lor5D,28,0,2,0,0,1,25,34,0.0,-1.72,34,0
Lor5D,28,0,2,1,2,2,3,0,0.0,1.0,0,0
Lor5D,28,1,2,0,0,1,28,25,0.0,-0.7857142857142857,25,0
Lor5D,28,2,2,0,0,1,28,31,0.0,-1.2142857142857142,31,0
Lor5D,28,3,2,0,0,1,28,30,0.0,-1.1428571428571428,30,0
Lor5D,28,4,2,0,0,1,26,36,0.0,-1.7692307692307692,36,0
Lor5D,28,4,2,1,2,2,2,0,0.0,1.0,0,0
Lor5D,28,5,2,0,0,1,24,28,0.0,-1.3333333333333333,28,0
Lor5D,28,5,2,1,2,2,4,0,0.0,1.0,0,0
Lor5D,28,6,2,0,0,1,25,20,0.0,-0.6,20,0
Lor5D,28,6,2,1,2,2,3,0,0.0,1.0,0,0
Lor5D,28,7,2,0,0,1,25,31,0.0,-1.48,31,0
Lor5D,28,7,2,1,2,2,3,0,0.0,1.0,0,0
KR_like,28,0,2,0,0,1,21,44,0.0,-3.1904761904761907,44,0
KR_like,28,0,2,1,2,2,7,0,0.0,1.0,0,0
KR_like,28,1,2,0,0,1,21,49,0.0,-3.6666666666666665,49,0
KR_like,28,1,2,1,2,2,7,0,0.0,1.0,0,0
KR_like,28,2,2,0,0,1,21,43,0.0,-3.0952380952380953,43,0
KR_like,28,2,2,1,2,2,7,0,0.0,1.0,0,0
KR_like,28,3,2,0,0,1,21,51,0.0,-3.857142857142857,51,0
KR_like,28,3,2,1,2,2,7,0,0.0,1.0,0,0
KR_like,28,4,2,0,0,1,21,41,0.0,-2.9047619047619047,41,0
KR_like,28,4,2,1,2,2,7,0,0.0,1.0,0,0
KR_like,28,5,2,0,0,1,21,41,0.0,-2.9047619047619047,41,0
KR_like,28,5,2,1,2,2,7,0,0.0,1.0,0,0
KR_like,28,6,2,0,0,1,21,54,0.0,-4.142857142857143,54,0
KR_like,28,6,2,1,2,2,7,0,0.0,1.0,0,0
KR_like,28,7,2,0,0,1,21,47,0.0,-3.4761904761904763,47,0
KR_like,28,7,2,1,2,2,7,0,0.0,1.0,0,0
Lor2D,36,0,2,0,0,1,10,9,0.0,-0.8,9,0
Lor2D,36,0,2,1,2,3,9,7,0.0,-0.5555555555555556,7,0
Lor2D,36,0,2,2,4,5,12,8,0.0,-0.3333333333333333,8,0
Lor2D,36,0,2,3,6,7,5,2,0.0,0.2,2,0
Lor2D,36,1,2,0,0,1,12,8,0.0,-0.3333333333333333,8,0
Lor2D,36,1,2,1,2,3,11,10,0.0,-0.8181818181818182,10,0
Lor2D,36,1,2,2,4,5,7,2,0.0,0.42857142857142855,2,0
Lor2D,36,1,2,3,6,7,6,3,0.0,0.0,3,0
Lor2D,36,2,2,0,0,1,9,5,0.0,-0.1111111111111111,5,0
Lor2D,36,2,2,1,2,3,10,8,0.0,-0.6,8,0
Lor2D,36,2,2,2,4,5,10,7,0.0,-0.4,7,0
Lor2D,36,2,2,3,6,7,5,2,0.0,0.2,2,0
Lor2D,36,2,2,4,8,9,2,1,0.0,0.0,1,0
Lor2D,36,3,2,0,0,1,9,4,0.0,0.1111111111111111,4,0
Lor2D,36,3,2,1,2,3,8,4,0.0,0.0,4,0
Lor2D,36,3,2,2,4,5,13,10,0.0,-0.5384615384615384,10,0
Lor2D,36,3,2,3,6,7,5,2,0.0,0.2,2,0
Lor2D,36,3,2,4,8,8,1,0,0.0,0.0,0,0
Lor2D,36,4,2,0,0,1,13,12,0.0,-0.8461538461538461,12,0
Lor2D,36,4,2,1,2,3,4,2,0.0,0.0,2,0
Lor2D,36,4,2,2,4,5,7,4,0.0,-0.14285714285714285,4,0
Lor2D,36,4,2,3,6,7,7,7,0.0,-1.0,7,0
Lor2D,36,4,2,4,8,9,5,1,0.0,0.6,1,0
Lor2D,36,5,2,0,0,1,9,6,0.0,-0.3333333333333333,6,0
Lor2D,36,5,2,1,2,3,12,10,0.0,-0.6666666666666666,10,0
Lor2D,36,5,2,2,4,5,9,7,0.0,-0.5555555555555556,7,0
Lor2D,36,5,2,3,6,7,6,1,0.0,0.6666666666666666,1,0
Lor2D,36,6,2,0,0,1,9,9,0.0,-1.0,9,0
Lor2D,36,6,2,1,2,3,7,6,0.0,-0.7142857142857143,6,0
Lor2D,36,6,2,2,4,5,10,9,0.0,-0.8,9,0
Lor2D,36,6,2,3,6,7,9,2,0.0,0.5555555555555556,2,0
Lor2D,36,6,2,4,8,8,1,0,0.0,0.0,0,0
Lor2D,36,7,2,0,0,1,11,11,0.0,-1.0,11,0
Lor2D,36,7,2,1,2,3,11,7,0.0,-0.2727272727272727,7,0
Lor2D,36,7,2,2,4,5,9,2,0.0,0.5555555555555556,2,0
Lor2D,36,7,2,3,6,7,4,1,0.0,0.5,1,0
Lor2D,36,7,2,4,8,8,1,0,0.0,0.0,0,0
Lor3D,36,0,2,0,0,1,20,25,0.0,-1.5,25,0
Lor3D,36,0,2,1,2,3,15,11,0.0,-0.4666666666666667,11,0
Lor3D,36,0,2,2,4,4,1,0,0.0,0.0,0,0
Lor3D,36,1,2,0,0,1,21,26,0.0,-1.4761904761904763,26,0
Lor3D,36,1,2,1,2,3,15,8,0.0,-0.06666666666666667,8,0
Lor3D,36,2,2,0,0,1,17,23,0.0,-1.7058823529411764,23,0
Lor3D,36,2,2,1,2,3,16,7,0.0,0.125,7,0
Lor3D,36,2,2,2,4,4,3,0,0.0,1.0,0,0
Lor3D,36,3,2,0,0,1,17,20,0.0,-1.3529411764705883,20,0
Lor3D,36,3,2,1,2,3,18,12,0.0,-0.3333333333333333,12,0
Lor3D,36,3,2,2,4,4,1,0,0.0,0.0,0,0
Lor3D,36,4,2,0,0,1,21,22,0.0,-1.0952380952380953,22,0
Lor3D,36,4,2,1,2,3,15,16,0.0,-1.1333333333333333,16,0
Lor3D,36,5,2,0,0,1,23,33,0.0,-1.8695652173913044,33,0
Lor3D,36,5,2,1,2,3,13,5,0.0,0.23076923076923078,5,0
Lor3D,36,6,2,0,0,1,15,11,0.0,-0.4666666666666667,11,0
Lor3D,36,6,2,1,2,3,13,9,0.0,-0.38461538461538464,9,0
Lor3D,36,6,2,2,4,5,8,4,0.0,0.0,4,0
Lor3D,36,7,2,0,0,1,25,100,0.0,-7.0,100,0
Lor3D,36,7,2,1,2,3,11,6,0.0,-0.09090909090909091,6,0
Lor4D,36,0,2,0,0,1,27,47,0.0,-2.4814814814814814,47,0
Lor4D,36,0,2,1,2,2,9,0,0.0,1.0,0,0
Lor4D,36,1,2,0,0,1,33,52,0.0,-2.1515151515151514,52,0
Lor4D,36,1,2,1,2,2,3,0,0.0,1.0,0,0
Lor4D,36,2,2,0,0,1,22,28,0.0,-1.5454545454545454,28,0
Lor4D,36,2,2,1,2,3,14,3,0.0,0.5714285714285714,3,0
Lor4D,36,3,2,0,0,1,29,81,0.0,-4.586206896551724,81,0
Lor4D,36,3,2,1,2,3,7,1,0.0,0.7142857142857143,1,0
Lor4D,36,4,2,0,0,1,32,65,0.0,-3.0625,65,0
Lor4D,36,4,2,1,2,2,4,0,0.0,1.0,0,0
Lor4D,36,5,2,0,0,1,29,32,0.0,-1.206896551724138,32,0
Lor4D,36,5,2,1,2,2,7,0,0.0,1.0,0,0
Lor4D,36,6,2,0,0,1,29,73,0.0,-4.0344827586206895,73,0
Lor4D,36,6,2,1,2,3,7,1,0.0,0.7142857142857143,1,0
Lor4D,36,7,2,0,0,1,31,100,0.0,-5.451612903225806,100,0
Lor4D,36,7,2,1,2,2,5,0,0.0,1.0,0,0
Lor5D,36,0,2,0,0,1,35,79,0.0,-3.5142857142857142,79,0
Lor5D,36,0,2,1,2,2,1,0,0.0,0.0,0,0
Lor5D,36,1,2,0,0,1,35,44,0.0,-1.5142857142857142,44,0
Lor5D,36,1,2,1,2,2,1,0,0.0,0.0,0,0
Lor5D,36,2,2,0,0,1,32,49,0.0,-2.0625,49,0
Lor5D,36,2,2,1,2,3,4,1,0.0,0.5,1,0
Lor5D,36,3,2,0,0,1,34,85,0.0,-4.0,85,0
Lor5D,36,3,2,1,2,2,2,0,0.0,1.0,0,0
Lor5D,36,4,2,0,0,1,36,69,0.0,-2.8333333333333335,69,0
Lor5D,36,5,2,0,0,1,34,36,0.0,-1.1176470588235294,36,0
Lor5D,36,5,2,1,2,2,2,0,0.0,1.0,0,0
Lor5D,36,6,2,0,0,1,32,58,0.0,-2.625,58,0
Lor5D,36,6,2,1,2,2,4,0,0.0,1.0,0,0
Lor5D,36,7,2,0,0,1,33,67,0.0,-3.0606060606060606,67,0
Lor5D,36,7,2,1,2,2,3,0,0.0,1.0,0,0
KR_like,36,0,2,0,0,1,27,77,0.0,-4.703703703703703,77,0
KR_like,36,0,2,1,2,2,9,0,0.0,1.0,0,0
KR_like,36,1,2,0,0,1,27,78,0.0,-4.777777777777778,78,0
KR_like,36,1,2,1,2,2,9,0,0.0,1.0,0,0
KR_like,36,2,2,0,0,1,27,83,0.0,-5.148148148148148,83,0
KR_like,36,2,2,1,2,2,9,0,0.0,1.0,0,0
KR_like,36,3,2,0,0,1,27,80,0.0,-4.925925925925926,80,0
KR_like,36,3,2,1,2,2,9,0,0.0,1.0,0,0
KR_like,36,4,2,0,0,1,27,94,0.0,-5.962962962962963,94,0
KR_like,36,4,2,1,2,2,9,0,0.0,1.0,0,0
KR_like,36,5,2,0,0,1,27,92,0.0,-5.814814814814815,92,0
KR_like,36,5,2,1,2,2,9,0,0.0,1.0,0,0
KR_like,36,6,2,0,0,1,27,74,0.0,-4.481481481481482,74,0
KR_like,36,6,2,1,2,2,9,0,0.0,1.0,0,0
KR_like,36,7,2,0,0,1,27,65,0.0,-3.814814814814815,65,0
KR_like,36,7,2,1,2,2,9,0,0.0,1.0,0,0
Lor2D,16,0,3,0,0,2,10,13,0.40236686390532544,0.0,9,4
Lor2D,16,0,3,1,3,4,6,6,0.0,-1.0,6,0
Lor2D,16,1,3,0,0,2,12,18,0.4444444444444445,0.0,12,6
Lor2D,16,1,3,1,3,4,4,3,0.0,-0.5,3,0
Lor2D,16,2,3,0,0,2,13,29,0.535077288941736,-1.0,19,6
Lor2D,16,2,3,1,3,4,3,2,0.0,-0.3333333333333333,2,0
Lor2D,16,3,3,0,0,2,12,28,0.5892857142857144,-0.5,17,8
Lor2D,16,3,3,1,3,3,4,0,0.0,1.0,0,0
Lor2D,16,4,3,0,0,2,9,11,0.3471074380165289,-0.1111111111111111,8,3
Lor2D,16,4,3,1,3,5,7,6,0.19444444444444442,-0.14285714285714285,5,1
Lor2D,16,5,3,0,0,2,9,9,0.2716049382716049,-0.1111111111111111,7,2
Lor2D,16,5,3,1,3,5,6,5,0.23999999999999994,0.0,4,1
Lor2D,16,5,3,2,6,6,1,0,0.0,0.0,0,0
Lor2D,16,6,3,0,0,2,12,20,0.23999999999999994,-1.0,16,4
Lor2D,16,6,3,1,3,5,4,4,0.3125,0.0,3,1
Lor2D,16,7,3,0,0,2,10,14,0.3877551020408163,-0.4,10,3
Lor2D,16,7,3,1,3,4,6,3,0.0,0.0,3,0
Lor3D,16,0,3,0,0,2,15,18,0.19444444444444442,-0.6,15,3
Lor3D,16,0,3,1,3,3,1,0,0.0,0.0,0,0
Lor3D,16,1,3,0,0,2,15,23,0.49905482041587895,-0.2,15,6
Lor3D,16,1,3,1,3,3,1,0,0.0,0.0,0,0
